x	y	label	meta
41.176228	-3.7572193	2	e6pzhH1
39.476868	-11.677621	2	e6pzhH2
38.864006	-7.5659904	2	e6pzhL1
45.066486	-3.7169447	2	e6pzhL2
-27.492897	-3.0253832	4	e6q3tA1
-27.563507	-3.4039688	4	e6q3tB1
-27.873297	-3.0655725	4	e6q3tC1
-12.346793	-8.014522	5	e6qxkB1
-33.416756	4.31971	4	e6qyxA1
34.51544	6.760735	2	e6rupA1
29.02964	-6.4740868	2	e6rupB1
32.60776	-2.0256555	2	e6s9iB1
19.463114	10.64707	6	e6s9iB10
18.698452	12.834581	6	e6s9iB11
6.39044	1.2747416	5	e6s9iB12
15.981398	1.075008	0	e6s9iB2
35.991917	2.6963665	2	e6s9iB3
18.275955	-10.877797	5	e6s9iB4
5.976089	-6.1711135	5	e6s9iB5
-5.168179	-21.316536	7	e6s9iB6
14.46586	-8.172165	5	e6s9iB7
34.339237	4.2551217	2	e6s9iB8
-39.61659	13.136759	1	e6s9iB9
-17.038225	6.8700657	7	e6s9iJ1
33.09372	4.2288456	0	e6t7aA1
15.214264	3.5959013	0	e6t7aB1
13.596895	1.4847977	0	e6t7aC1
26.900305	0.6341976	6	e6t7aD1
33.268665	3.5232253	2	e6t7aE1
15.290964	3.2397768	0	e6t7aF1
13.59696	1.4848623	0	e6t7aG1
26.900211	0.63415486	6	e6t7aH1
17.086014	5.0334053	6	e6t7aK1
-29.604254	4.2910323	4	e6ufdA1
30.168016	12.090811	6	e6uujA1
42.15255	12.342784	3	e6uujB1
-26.5082	23.082626	4	e6uujC1
29.339811	12.611373	6	e6uujD1
42.69658	12.097309	3	e6uujE1
-27.345495	23.689531	4	e6uujF1
29.479239	11.768425	6	e6uujG1
42.3112	11.25396	3	e6uujH1
-26.686813	23.524458	4	e6uujI1
29.968843	12.793616	6	e6uujJ1
41.782635	11.497841	3	e6uujK1
-26.349915	23.994013	4	e6uujL1
-43.69348	-2.0426495	1	e6x27A1
-45.396816	6.917246	1	e6x27A2
-45.1604	8.356701	1	e6x27B1
-45.533264	-2.8321042	1	e6x27B2
-44.311073	-3.2134283	1	e6x27C1
-46.892265	7.926006	1	e6x27C2
-43.89938	7.1148477	1	e6x27D1
-45.730797	-1.7799325	1	e6x27D2
-44.35032	7.682044	1	e6x27E1
-44.667053	-1.1530838	1	e6x27E2
-45.430473	9.326227	1	e6x27F1
-46.256256	-2.7320395	1	e6x27F2
-43.27376	7.850573	1	e6x27G1
-46.96572	-2.3878071	1	e6x27G2
-45.0195	-3.8460157	1	e6x27H1
-43.278946	8.591167	1	e6x27H2
-44.87033	9.772665	1	e6x27I1
-45.030956	-2.2059765	1	e6x27I2
-45.880672	-0.65931636	1	e6x27J1
-43.840343	9.606334	1	e6x27J2
-46.583054	-1.5535803	1	e6x27K1
-44.164986	8.648585	1	e6x27K2
-46.72722	7.548978	1	e6x27L1
-46.32949	-3.8768296	1	e6x27L2
43.01834	-6.7643547	2	e6z9xA1
-34.224026	16.956734	1	e6z9xA2
42.908733	-13.0341215	2	e6z9xB1
43.01481	-7.0520034	2	e6z9xD1
-34.217453	16.965916	1	e6z9xD2
42.897266	-13.026418	2	e6z9xE1
33.8792	15.636737	3	e7bweA1
-23.486372	-17.079409	4	e7kbjA1
16.235773	-16.547277	5	e7kbjA2
1.6267024	9.905366	0	e7kbjA3
-9.105947	15.525734	4	e7kbjB1
-7.595019	21.297434	4	e7kbjB2
-23.485899	-17.081724	4	e7kbjC1
16.218214	-16.55088	5	e7kbjC2
1.2962743	9.448711	0	e7kbjC3
-9.130144	15.454926	4	e7kbjD1
-7.5722117	21.020903	4	e7kbjD2
-2.132873	4.652477	0	nan
