pdb_id	x	y	cluster	pdb	chain	arch_name	x_name
2NQV_A	29.200409	2.7663224	1	2nqv	A	beta barrels	beta-clip
2NQV_A	29.200409	2.7663224	1	2nqv	A	a+b complex topology	NO_X_NAME
2NQV_A	29.200409	2.7663224	1	2nqv	A	a+b two layers	NO_X_NAME
2NQV_B	28.093996	6.922754	1	2nqv	B	a/b three-layered sandwiches	NO_X_NAME
2NQV_B	28.093996	6.922754	1	2nqv	B	beta barrels	beta-clip
2NQV_B	28.093996	6.922754	1	2nqv	B	a+b complex topology	NO_X_NAME
2NQV_B	28.093996	6.922754	1	2nqv	B	a+b two layers	NO_X_NAME
2NRO_A	29.139894	5.4980702	1	2nro	A	a/b three-layered sandwiches	NO_X_NAME
2NRO_A	29.139894	5.4980702	1	2nro	A	beta barrels	beta-clip
2NRO_A	29.139894	5.4980702	1	2nro	A	a+b complex topology	NO_X_NAME
2NRO_A	29.139894	5.4980702	1	2nro	A	a+b two layers	NO_X_NAME
2NRO_B	29.188572	6.815409	1	2nro	B	a/b three-layered sandwiches	NO_X_NAME
2NRO_B	29.188572	6.815409	1	2nro	B	beta barrels	beta-clip
2NRO_B	29.188572	6.815409	1	2nro	B	a+b complex topology	NO_X_NAME
2NRO_B	29.188572	6.815409	1	2nro	B	a+b two layers	NO_X_NAME
2NRP_A	30.256714	5.8948617	1	2nrp	A	a/b three-layered sandwiches	NO_X_NAME
2NRP_A	30.256714	5.8948617	1	2nrp	A	beta barrels	beta-clip
2NRP_A	30.256714	5.8948617	1	2nrp	A	a+b complex topology	NO_X_NAME
2NRP_A	30.256714	5.8948617	1	2nrp	A	a+b two layers	NO_X_NAME
2NRP_B	30.074038	2.5117981	1	2nrp	B	a/b three-layered sandwiches	NO_X_NAME
2NRP_B	30.074038	2.5117981	1	2nrp	B	beta barrels	beta-clip
2NRP_B	30.074038	2.5117981	1	2nrp	B	a+b complex topology	NO_X_NAME
2NRP_B	30.074038	2.5117981	1	2nrp	B	a+b two layers	NO_X_NAME
2NRS_A	27.505346	4.5501003	1	2nrs	A	a/b three-layered sandwiches	NO_X_NAME
2NRS_A	27.505346	4.5501003	1	2nrs	A	beta barrels	beta-clip
2NRS_A	27.505346	4.5501003	1	2nrs	A	a+b complex topology	NO_X_NAME
2NRS_A	27.505346	4.5501003	1	2nrs	A	a+b two layers	NO_X_NAME
2NRS_B	27.973814	5.5560136	1	2nrs	B	a/b three-layered sandwiches	NO_X_NAME
2NRS_B	27.973814	5.5560136	1	2nrs	B	beta barrels	beta-clip
2NRS_B	27.973814	5.5560136	1	2nrs	B	a+b complex topology	NO_X_NAME
2NRS_B	27.973814	5.5560136	1	2nrs	B	a+b two layers	NO_X_NAME
2NVN_A	-39.722527	24.529821	0	2nvn	A	a+b two layers	ssDNA-binding transcriptional regulator domain-like
2OAE_A	24.708265	15.334286	2	2oae	A	beta duplicates or obligate multimers	beta-propeller-like
2OAE_A	24.708265	15.334286	2	2oae	A	a/b three-layered sandwiches	NO_X_NAME
2OAE_B	24.707525	15.334272	2	2oae	B	beta duplicates or obligate multimers	beta-propeller-like
2OAE_B	24.707525	15.334272	2	2oae	B	a/b three-layered sandwiches	NO_X_NAME
2OIG_A	-45.95393	3.6396863	3	2oig	A	alpha bundles	NO_X_NAME
2OIG_B	-47.260338	2.057937	3	2oig	B	alpha bundles	NO_X_NAME
2OIG_C	-52.93616	0.6838809	3	2oig	C	alpha bundles	NO_X_NAME
2OIG_D	-46.219376	3.2736306	8	2oig	D	alpha bundles	NO_X_NAME
2OKD_A	-37.26804	26.756647	0	2okd	A	beta barrels	beta-clip
2OKD_B	-40.09583	27.575592	0	2okd	B	beta barrels	beta-clip
2OKD_C	-36.471508	29.412771	0	2okd	C	beta barrels	beta-clip
2OKE_A	-40.171116	27.655134	0	2oke	A	beta barrels	beta-clip
2OKE_B	-39.478706	26.933304	0	2oke	B	beta barrels	beta-clip
2OKE_C	-39.505325	26.860222	0	2oke	C	beta barrels	beta-clip
2OL0_A	-38.22727	27.800568	0	2ol0	A	beta barrels	beta-clip
2OL0_B	-38.486534	28.306139	0	2ol0	B	beta barrels	beta-clip
2OL0_C	-36.546757	29.269306	0	2ol0	C	beta barrels	beta-clip
2OL1_A	-38.30629	28.545744	0	2ol1	A	beta barrels	beta-clip
2OL1_B	-38.413227	28.342249	0	2ol1	B	beta barrels	beta-clip
2OL1_C	-36.64323	29.2492	0	2ol1	C	beta barrels	beta-clip
2OWO_A	15.846251	1.4120628	2	2owo	A	a+b complex topology	NO_X_NAME
2OWO_A	15.846251	1.4120628	2	2owo	A	beta barrels	OB-fold
2OWO_A	15.846251	1.4120628	2	2owo	A	alpha arrays	HhH/H2TH
2OXL_A	-54.777206	-6.9980006	8	2oxl	A	alpha arrays	HHA-like
2OXL_B	-54.781498	-6.99697	8	2oxl	B	alpha arrays	HHA-like
2P9O_A	-31.30938	28.380112	0	2p9o	A	beta barrels	beta-clip
2P9O_B	-32.96528	25.885397	0	2p9o	B	beta barrels	beta-clip
2P9O_C	-33.36019	28.749464	0	2p9o	C	beta barrels	beta-clip
2PC5_A	-33.33243	28.693398	0	2pc5	A	beta barrels	beta-clip
2PC5_B	-32.950157	25.891731	0	2pc5	B	beta barrels	beta-clip
2PC5_C	-33.766045	28.967577	0	2pc5	C	beta barrels	beta-clip
2PDP_A	38.998024	-15.568817	1	2pdp	A	a/b barrels	TIM beta/alpha-barrel
2PL9_A	-30.06366	22.700836	0	2pl9	A	a/b three-layered sandwiches	Flavodoxin-like
2PL9_B	-30.046097	22.689802	0	2pl9	B	a/b three-layered sandwiches	Flavodoxin-like
2PL9_C	-30.07858	22.697876	0	2pl9	C	a/b three-layered sandwiches	Flavodoxin-like
2PL9_D	-54.686474	-18.505106	8	2pl9	D	UNK	UNK
2PL9_E	-53.490604	-20.55718	8	2pl9	E	UNK	UNK
2PL9_F	-53.50835	-20.637533	8	2pl9	F	UNK	UNK
2QCG_A	15.801341	23.38192	2	2qcg	A	a/b barrels	TIM beta/alpha-barrel
2QCG_B	15.794145	23.389837	2	2qcg	B	a/b barrels	TIM beta/alpha-barrel
2QJV_A	3.1137288	-16.358616	2	2qjv	A	beta sandwiches	jelly-roll
2QJV_B	3.120074	-16.352211	2	2qjv	B	beta sandwiches	jelly-roll
2QLP_A	-16.429806	9.066219	7	2qlp	A	beta barrels	beta-clip
2QLP_B	-15.880484	9.899358	7	2qlp	B	beta barrels	beta-clip
2QLP_C	-16.062252	9.946471	7	2qlp	C	beta barrels	beta-clip
2QLP_D	-16.362661	9.3223915	7	2qlp	D	beta barrels	beta-clip
2QLP_E	-16.062704	9.943131	7	2qlp	E	beta barrels	beta-clip
2QLP_F	-15.835952	10.190339	7	2qlp	F	beta barrels	beta-clip
2QOH_A	11.535664	4.304264	2	2qoh	A	a+b complex topology	NO_X_NAME
2QOH_B	11.172155	5.711052	2	2qoh	B	a+b complex topology	NO_X_NAME
2QXX_A	1.2307084	17.867596	7	2qxx	A	beta barrels	beta-clip
2QXX_B	1.1897595	17.90485	7	2qxx	B	beta barrels	beta-clip
2R15_A	12.247826	2.0160387	2	2r15	A	beta sandwiches	Immunoglobulin-like beta-sandwich
2R15_B	12.263784	2.0144093	2	2r15	B	beta sandwiches	Immunoglobulin-like beta-sandwich
2R5N_A	0.5532156	-16.027264	2	2r5n	A	a/b three-layered sandwiches	NO_X_NAME
2R5N_B	0.5563836	-16.031254	2	2r5n	B	a/b three-layered sandwiches	NO_X_NAME
2R9I_A	-52.791164	-10.782279	8	2r9i	A	extended segments	NO_X_NAME
2R9Q_A	14.361186	9.769661	2	2r9q	A	beta barrels	beta-clip
2R9Q_B	2.6761243	-9.432267	2	2r9q	B	beta barrels	beta-clip
2R9Q_C	14.138337	9.9526615	2	2r9q	C	beta barrels	beta-clip
2R9Q_D	13.983425	10.077578	2	2r9q	D	beta barrels	beta-clip
2R9Q_X	-50.426083	-17.147854	8	2r9q	X	UNK	UNK
2R9Q_Y	-53.556416	-23.993223	8	2r9q	Y	UNK	UNK
2V9X_A	61.356655	-19.744637	4	2v9x	A	beta barrels	beta-clip
2V9X_B	60.326946	-20.253675	4	2v9x	B	beta barrels	beta-clip
2V9X_C	61.55615	-20.242142	4	2v9x	C	beta barrels	beta-clip
2V9X_D	60.50261	-19.137007	4	2v9x	D	beta barrels	beta-clip
2V9X_E	60.509617	-19.123022	4	2v9x	E	beta barrels	beta-clip
2V9X_F	60.890465	-20.016462	4	2v9x	F	beta barrels	beta-clip
2V9X_G	60.092873	-19.973246	4	2v9x	G	beta barrels	beta-clip
2V9X_H	60.771847	-19.792212	4	2v9x	H	beta barrels	beta-clip
2V9X_I	61.462605	-19.018816	4	2v9x	I	beta barrels	beta-clip
2V9X_J	-14.429049	-13.974141	7	2v9x	J	beta barrels	beta-clip
2V9X_K	61.32868	-19.766037	4	2v9x	K	beta barrels	beta-clip
2V9X_L	-12.829928	-24.017368	7	2v9x	L	beta barrels	beta-clip
2VDC_A	58.380672	16.355032	6	2vdc	A	a+b four layers	Ntn/PP2C
2VDC_A	58.380672	16.355032	6	2vdc	A	a+b two layers	Alpha-beta plaits
2VDC_A	58.380672	16.355032	6	2vdc	A	a/b barrels	TIM beta/alpha-barrel
2VDC_A	58.380672	16.355032	6	2vdc	A	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_B	57.67496	17.232557	6	2vdc	B	a+b four layers	Ntn/PP2C
2VDC_B	57.67496	17.232557	6	2vdc	B	a+b two layers	Alpha-beta plaits
2VDC_B	57.67496	17.232557	6	2vdc	B	a/b barrels	TIM beta/alpha-barrel
2VDC_B	57.67496	17.232557	6	2vdc	B	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_C	58.37979	16.35519	6	2vdc	C	a+b four layers	Ntn/PP2C
2VDC_C	58.37979	16.35519	6	2vdc	C	a+b two layers	Alpha-beta plaits
2VDC_C	58.37979	16.35519	6	2vdc	C	a/b barrels	TIM beta/alpha-barrel
2VDC_C	58.37979	16.35519	6	2vdc	C	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_D	57.674988	17.232561	6	2vdc	D	a+b four layers	Ntn/PP2C
2VDC_D	57.674988	17.232561	6	2vdc	D	a+b two layers	Alpha-beta plaits
2VDC_D	57.674988	17.232561	6	2vdc	D	a/b barrels	TIM beta/alpha-barrel
2VDC_D	57.674988	17.232561	6	2vdc	D	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_E	58.3807	16.355053	6	2vdc	E	a+b four layers	Ntn/PP2C
2VDC_E	58.3807	16.355053	6	2vdc	E	a+b two layers	Alpha-beta plaits
2VDC_E	58.3807	16.355053	6	2vdc	E	a/b barrels	TIM beta/alpha-barrel
2VDC_E	58.3807	16.355053	6	2vdc	E	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_F	57.674988	17.232552	6	2vdc	F	a+b four layers	Ntn/PP2C
2VDC_F	57.674988	17.232552	6	2vdc	F	a+b two layers	Alpha-beta plaits
2VDC_F	57.674988	17.232552	6	2vdc	F	a/b barrels	TIM beta/alpha-barrel
2VDC_F	57.674988	17.232552	6	2vdc	F	beta duplicates or obligate multimers	Single-stranded right-handed beta-helix
2VDC_G	8.50937	20.021954	2	2vdc	G	alpha arrays	alpha-helical ferredoxin-like
2VDC_G	8.50937	20.021954	2	2vdc	G	a/b three-layered sandwiches	Rossmann-like
2VDC_H	8.51855	20.010145	2	2vdc	H	alpha arrays	alpha-helical ferredoxin-like
2VDC_H	8.51855	20.010145	2	2vdc	H	a/b three-layered sandwiches	Rossmann-like
2VDC_I	8.518565	20.010096	2	2vdc	I	alpha arrays	alpha-helical ferredoxin-like
2VDC_I	8.518565	20.010096	2	2vdc	I	a/b three-layered sandwiches	Rossmann-like
2VDC_J	8.50937	20.021954	2	2vdc	J	alpha arrays	alpha-helical ferredoxin-like
2VDC_J	8.50937	20.021954	2	2vdc	J	a/b three-layered sandwiches	Rossmann-like
2VDC_K	8.518565	20.010096	2	2vdc	K	alpha arrays	alpha-helical ferredoxin-like
2VDC_K	8.518565	20.010096	2	2vdc	K	a/b three-layered sandwiches	Rossmann-like
2VDC_L	8.51855	20.010145	2	2vdc	L	alpha arrays	alpha-helical ferredoxin-like
2VDC_L	8.51855	20.010145	2	2vdc	L	a/b three-layered sandwiches	Rossmann-like
2VJA_A	20.065363	6.182203	1	2vja	A	a/b three-layered sandwiches	NO_X_NAME
2VJA_B	20.14334	6.2739434	1	2vja	B	a/b three-layered sandwiches	NO_X_NAME
2WDQ_A	20.234617	33.526077	2	2wdq	A	a+b complex topology	NO_X_NAME
2WDQ_A	20.234617	33.526077	2	2wdq	A	a/b three-layered sandwiches	Rossmann-like
2WDQ_A	20.234617	33.526077	2	2wdq	A	alpha bundles	Spectrin repeat-like
2WDQ_B	33.480305	-13.446657	1	2wdq	B	a+b two layers	beta-Grasp
2WDQ_B	33.480305	-13.446657	1	2wdq	B	alpha arrays	alpha-helical ferredoxin-like
2WDQ_C	-37.104218	2.4449184	8	2wdq	C	alpha bundles	NO_X_NAME
2WDQ_D	-41.55306	-10.214715	8	2wdq	D	alpha bundles	NO_X_NAME
2WDQ_E	20.184952	33.364674	2	2wdq	E	a+b complex topology	NO_X_NAME
2WDQ_E	20.184952	33.364674	2	2wdq	E	a/b three-layered sandwiches	Rossmann-like
2WDQ_E	20.184952	33.364674	2	2wdq	E	alpha bundles	Spectrin repeat-like
2WDQ_F	33.477734	-13.395817	1	2wdq	F	a+b two layers	beta-Grasp
2WDQ_F	33.477734	-13.395817	1	2wdq	F	alpha arrays	alpha-helical ferredoxin-like
2WDQ_G	-37.10258	2.4310465	8	2wdq	G	alpha bundles	NO_X_NAME
2WDQ_H	-42.014748	-10.325861	8	2wdq	H	alpha bundles	NO_X_NAME
2WDQ_I	20.769983	34.2403	2	2wdq	I	a+b complex topology	NO_X_NAME
2WDQ_I	20.769983	34.2403	2	2wdq	I	a/b three-layered sandwiches	Rossmann-like
2WDQ_I	20.769983	34.2403	2	2wdq	I	alpha bundles	Spectrin repeat-like
2WDQ_J	33.712173	-13.160768	1	2wdq	J	a+b two layers	beta-Grasp
2WDQ_J	33.712173	-13.160768	1	2wdq	J	alpha arrays	alpha-helical ferredoxin-like
2WDQ_K	-37.09198	2.4459245	8	2wdq	K	alpha bundles	NO_X_NAME
2WDQ_L	-41.835903	-9.986091	8	2wdq	L	alpha bundles	NO_X_NAME
2WDR_A	19.218199	32.655323	2	2wdr	A	a+b complex topology	NO_X_NAME
2WDR_A	19.218199	32.655323	2	2wdr	A	a/b three-layered sandwiches	Rossmann-like
2WDR_A	19.218199	32.655323	2	2wdr	A	alpha bundles	Spectrin repeat-like
2WDR_B	34.749672	-13.410923	1	2wdr	B	a+b two layers	beta-Grasp
2WDR_B	34.749672	-13.410923	1	2wdr	B	alpha arrays	alpha-helical ferredoxin-like
2WDR_C	-34.72799	2.9026885	8	2wdr	C	alpha bundles	NO_X_NAME
2WDR_D	-40.12076	-11.467451	8	2wdr	D	alpha bundles	NO_X_NAME
2WDR_E	19.348848	32.47531	2	2wdr	E	a+b complex topology	NO_X_NAME
2WDR_E	19.348848	32.47531	2	2wdr	E	a/b three-layered sandwiches	Rossmann-like
2WDR_E	19.348848	32.47531	2	2wdr	E	alpha bundles	Spectrin repeat-like
2WDR_F	34.763588	-13.409766	1	2wdr	F	a+b two layers	beta-Grasp
2WDR_F	34.763588	-13.409766	1	2wdr	F	alpha arrays	alpha-helical ferredoxin-like
2WDR_G	-34.819496	2.7585654	8	2wdr	G	alpha bundles	NO_X_NAME
2WDR_H	-40.44882	-11.724517	8	2wdr	H	alpha bundles	NO_X_NAME
2WDR_I	19.051233	32.589638	2	2wdr	I	a+b complex topology	NO_X_NAME
2WDR_I	19.051233	32.589638	2	2wdr	I	a/b three-layered sandwiches	Rossmann-like
2WDR_I	19.051233	32.589638	2	2wdr	I	alpha bundles	Spectrin repeat-like
2WDR_J	34.884125	-13.915217	1	2wdr	J	a+b two layers	beta-Grasp
2WDR_J	34.884125	-13.915217	1	2wdr	J	alpha arrays	alpha-helical ferredoxin-like
2WDR_K	-34.82341	2.7941895	8	2wdr	K	alpha bundles	NO_X_NAME
2WDR_L	-40.925766	-11.906115	8	2wdr	L	alpha bundles	NO_X_NAME
2WDV_A	19.356325	33.391865	2	2wdv	A	a+b complex topology	NO_X_NAME
2WDV_A	19.356325	33.391865	2	2wdv	A	a/b three-layered sandwiches	Rossmann-like
2WDV_A	19.356325	33.391865	2	2wdv	A	alpha bundles	Spectrin repeat-like
2WDV_B	32.924126	-12.139151	1	2wdv	B	a+b two layers	beta-Grasp
2WDV_B	32.924126	-12.139151	1	2wdv	B	alpha arrays	alpha-helical ferredoxin-like
2WDV_C	-35.104317	4.0222545	8	2wdv	C	alpha bundles	NO_X_NAME
2WDV_D	-41.700523	-11.006301	8	2wdv	D	alpha bundles	NO_X_NAME
2WDV_E	19.425108	33.737427	2	2wdv	E	a+b complex topology	NO_X_NAME
2WDV_E	19.425108	33.737427	2	2wdv	E	a/b three-layered sandwiches	Rossmann-like
2WDV_E	19.425108	33.737427	2	2wdv	E	alpha bundles	Spectrin repeat-like
2WDV_F	33.79493	-11.772674	1	2wdv	F	a+b two layers	beta-Grasp
2WDV_F	33.79493	-11.772674	1	2wdv	F	alpha arrays	alpha-helical ferredoxin-like
2WDV_G	-35.09549	4.019142	8	2wdv	G	alpha bundles	NO_X_NAME
2WDV_H	-42.043102	-10.934043	8	2wdv	H	alpha bundles	NO_X_NAME
2WDV_I	19.368296	33.526234	2	2wdv	I	a+b complex topology	NO_X_NAME
2WDV_I	19.368296	33.526234	2	2wdv	I	a/b three-layered sandwiches	Rossmann-like
2WDV_I	19.368296	33.526234	2	2wdv	I	alpha bundles	Spectrin repeat-like
2WDV_J	33.19393	-12.258258	1	2wdv	J	a+b two layers	beta-Grasp
2WDV_J	33.19393	-12.258258	1	2wdv	J	alpha arrays	alpha-helical ferredoxin-like
2WDV_K	-35.092102	4.021865	8	2wdv	K	alpha bundles	NO_X_NAME
2WDV_L	-41.904877	-11.383007	8	2wdv	L	alpha bundles	NO_X_NAME
2WE0_A	-2.8909752	-3.6639962	2	2we0	A	beta barrels	beta-clip
2WE3_A	-1.7051293	-9.924636	2	2we3	A	beta barrels	beta-clip
2WP9_A	20.910683	33.87585	2	2wp9	A	a+b complex topology	NO_X_NAME
2WP9_A	20.910683	33.87585	2	2wp9	A	a/b three-layered sandwiches	Rossmann-like
2WP9_A	20.910683	33.87585	2	2wp9	A	alpha bundles	Spectrin repeat-like
2WP9_B	32.65345	-13.36375	1	2wp9	B	a+b two layers	beta-Grasp
2WP9_B	32.65345	-13.36375	1	2wp9	B	alpha arrays	alpha-helical ferredoxin-like
2WP9_C	-34.21858	3.04003	8	2wp9	C	alpha bundles	NO_X_NAME
2WP9_D	-40.00685	-10.911841	8	2wp9	D	alpha bundles	NO_X_NAME
2WP9_E	20.996393	33.190678	2	2wp9	E	a+b complex topology	NO_X_NAME
2WP9_E	20.996393	33.190678	2	2wp9	E	a/b three-layered sandwiches	Rossmann-like
2WP9_E	20.996393	33.190678	2	2wp9	E	alpha bundles	Spectrin repeat-like
2WP9_F	32.66397	-13.169924	1	2wp9	F	a+b two layers	beta-Grasp
2WP9_F	32.66397	-13.169924	1	2wp9	F	alpha arrays	alpha-helical ferredoxin-like
2WP9_G	-34.230286	3.0517168	8	2wp9	G	alpha bundles	NO_X_NAME
2WP9_H	-40.01324	-10.540079	8	2wp9	H	alpha bundles	NO_X_NAME
2WP9_I	20.941288	33.568695	2	2wp9	I	a+b complex topology	NO_X_NAME
2WP9_I	20.941288	33.568695	2	2wp9	I	a/b three-layered sandwiches	Rossmann-like
2WP9_I	20.941288	33.568695	2	2wp9	I	alpha bundles	Spectrin repeat-like
2WP9_J	32.65306	-13.366696	1	2wp9	J	a+b two layers	beta-Grasp
2WP9_J	32.65306	-13.366696	1	2wp9	J	alpha arrays	alpha-helical ferredoxin-like
2WP9_K	-36.244144	1.9921104	8	2wp9	K	alpha bundles	NO_X_NAME
2WP9_L	-40.18906	-10.283164	8	2wp9	L	alpha bundles	NO_X_NAME
2WQY_A	10.817438	-48.105396	5	2wqy	A	a+b complex topology	NO_X_NAME
2WQY_A	10.817438	-48.105396	5	2wqy	A	a/b three-layered sandwiches	Rossmann-like
2WQY_A	10.817438	-48.105396	5	2wqy	A	alpha bundles	Spectrin repeat-like
2WQY_B	44.21333	-2.8706348	6	2wqy	B	a+b two layers	beta-Grasp
2WQY_B	44.21333	-2.8706348	6	2wqy	B	alpha arrays	alpha-helical ferredoxin-like
2WQY_C	-9.585489	28.817392	8	2wqy	C	alpha bundles	NO_X_NAME
2WQY_D	-44.39809	-5.919885	8	2wqy	D	alpha bundles	NO_X_NAME
2WQY_N	10.477608	-47.503643	5	2wqy	N	a+b complex topology	NO_X_NAME
2WQY_N	10.477608	-47.503643	5	2wqy	N	a/b three-layered sandwiches	Rossmann-like
2WQY_N	10.477608	-47.503643	5	2wqy	N	alpha bundles	Spectrin repeat-like
2WQY_O	44.217293	-2.8705306	6	2wqy	O	a+b two layers	beta-Grasp
2WQY_O	44.217293	-2.8705306	6	2wqy	O	alpha arrays	alpha-helical ferredoxin-like
2WQY_P	-9.581307	28.814194	8	2wqy	P	alpha bundles	NO_X_NAME
2WQY_Q	-44.40149	-5.9103637	8	2wqy	Q	alpha bundles	NO_X_NAME
2WS3_A	19.90564	32.755775	2	2ws3	A	a+b complex topology	NO_X_NAME
2WS3_A	19.90564	32.755775	2	2ws3	A	a/b three-layered sandwiches	Rossmann-like
2WS3_A	19.90564	32.755775	2	2ws3	A	alpha bundles	Spectrin repeat-like
2WS3_B	34.085915	-12.877942	1	2ws3	B	a+b two layers	beta-Grasp
2WS3_B	34.085915	-12.877942	1	2ws3	B	alpha arrays	alpha-helical ferredoxin-like
2WS3_C	-37.431313	3.1119187	8	2ws3	C	alpha bundles	NO_X_NAME
2WS3_D	-41.412743	-11.727891	8	2ws3	D	alpha bundles	NO_X_NAME
2WS3_E	20.137419	32.70949	2	2ws3	E	a+b complex topology	NO_X_NAME
2WS3_E	20.137419	32.70949	2	2ws3	E	a/b three-layered sandwiches	Rossmann-like
2WS3_E	20.137419	32.70949	2	2ws3	E	alpha bundles	Spectrin repeat-like
2WS3_F	33.76206	-12.130664	1	2ws3	F	a+b two layers	beta-Grasp
2WS3_F	33.76206	-12.130664	1	2ws3	F	alpha arrays	alpha-helical ferredoxin-like
2WS3_G	-38.01852	3.4210443	8	2ws3	G	alpha bundles	NO_X_NAME
2WS3_H	-40.656967	-11.187487	8	2ws3	H	alpha bundles	NO_X_NAME
2WS3_I	20.740908	32.82255	2	2ws3	I	a+b complex topology	NO_X_NAME
2WS3_I	20.740908	32.82255	2	2ws3	I	a/b three-layered sandwiches	Rossmann-like
2WS3_I	20.740908	32.82255	2	2ws3	I	alpha bundles	Spectrin repeat-like
2WS3_J	33.73749	-12.135957	1	2ws3	J	a+b two layers	beta-Grasp
2WS3_J	33.73749	-12.135957	1	2ws3	J	alpha arrays	alpha-helical ferredoxin-like
2WS3_K	-38.022327	3.425127	8	2ws3	K	alpha bundles	NO_X_NAME
2WS3_L	-41.099907	-11.417453	8	2ws3	L	alpha bundles	NO_X_NAME
2WU2_A	20.18413	34.447044	2	2wu2	A	a+b complex topology	NO_X_NAME
2WU2_A	20.18413	34.447044	2	2wu2	A	a/b three-layered sandwiches	Rossmann-like
2WU2_A	20.18413	34.447044	2	2wu2	A	alpha bundles	Spectrin repeat-like
2WU2_B	33.650116	-13.917456	1	2wu2	B	a+b two layers	beta-Grasp
2WU2_B	33.650116	-13.917456	1	2wu2	B	alpha arrays	alpha-helical ferredoxin-like
2WU2_C	-34.296455	2.3865108	8	2wu2	C	alpha bundles	NO_X_NAME
2WU2_D	-40.630062	-9.751792	8	2wu2	D	alpha bundles	NO_X_NAME
2WU2_E	19.77442	34.573746	2	2wu2	E	a+b complex topology	NO_X_NAME
2WU2_E	19.77442	34.573746	2	2wu2	E	a/b three-layered sandwiches	Rossmann-like
2WU2_E	19.77442	34.573746	2	2wu2	E	alpha bundles	Spectrin repeat-like
2WU2_F	33.57753	-14.101623	1	2wu2	F	a+b two layers	beta-Grasp
2WU2_F	33.57753	-14.101623	1	2wu2	F	alpha arrays	alpha-helical ferredoxin-like
2WU2_G	-34.29157	2.4022233	8	2wu2	G	alpha bundles	NO_X_NAME
2WU2_H	-41.280964	-9.658373	8	2wu2	H	alpha bundles	NO_X_NAME
2WU2_I	19.935545	34.04348	2	2wu2	I	a+b complex topology	NO_X_NAME
2WU2_I	19.935545	34.04348	2	2wu2	I	a/b three-layered sandwiches	Rossmann-like
2WU2_I	19.935545	34.04348	2	2wu2	I	alpha bundles	Spectrin repeat-like
2WU2_J	33.865612	-14.2638035	1	2wu2	J	a+b two layers	beta-Grasp
2WU2_J	33.865612	-14.2638035	1	2wu2	J	alpha arrays	alpha-helical ferredoxin-like
2WU2_K	-34.416214	2.3199575	8	2wu2	K	alpha bundles	NO_X_NAME
2WU2_L	-40.932102	-9.722259	8	2wu2	L	alpha bundles	NO_X_NAME
2WU5_A	20.6171	32.036957	2	2wu5	A	a+b complex topology	NO_X_NAME
2WU5_A	20.6171	32.036957	2	2wu5	A	a/b three-layered sandwiches	Rossmann-like
2WU5_A	20.6171	32.036957	2	2wu5	A	alpha bundles	Spectrin repeat-like
2WU5_B	32.478657	-14.419392	1	2wu5	B	a+b two layers	beta-Grasp
2WU5_B	32.478657	-14.419392	1	2wu5	B	alpha arrays	alpha-helical ferredoxin-like
2WU5_C	-33.230255	2.8018944	8	2wu5	C	alpha bundles	NO_X_NAME
2WU5_D	-41.094402	-10.7688465	8	2wu5	D	alpha bundles	NO_X_NAME
2WU5_E	20.479528	31.975319	2	2wu5	E	a+b complex topology	NO_X_NAME
2WU5_E	20.479528	31.975319	2	2wu5	E	a/b three-layered sandwiches	Rossmann-like
2WU5_E	20.479528	31.975319	2	2wu5	E	alpha bundles	Spectrin repeat-like
2WU5_F	32.480473	-14.420447	1	2wu5	F	a+b two layers	beta-Grasp
2WU5_F	32.480473	-14.420447	1	2wu5	F	alpha arrays	alpha-helical ferredoxin-like
2WU5_G	-33.22981	2.7979565	8	2wu5	G	alpha bundles	NO_X_NAME
2WU5_H	-40.68998	-10.516705	8	2wu5	H	alpha bundles	NO_X_NAME
2WU5_I	20.303707	31.919186	2	2wu5	I	a+b complex topology	NO_X_NAME
2WU5_I	20.303707	31.919186	2	2wu5	I	a/b three-layered sandwiches	Rossmann-like
2WU5_I	20.303707	31.919186	2	2wu5	I	alpha bundles	Spectrin repeat-like
2WU5_J	32.48053	-14.420415	1	2wu5	J	a+b two layers	beta-Grasp
2WU5_J	32.48053	-14.420415	1	2wu5	J	alpha arrays	alpha-helical ferredoxin-like
2WU5_K	-33.22998	2.8018367	8	2wu5	K	alpha bundles	NO_X_NAME
2WU5_L	-40.97201	-10.656762	8	2wu5	L	alpha bundles	NO_X_NAME
2WWJ_A	26.124397	-10.53892	1	2wwj	A	beta sandwiches	jelly-roll
2WWJ_B	26.123444	-10.508235	2	2wwj	B	beta sandwiches	jelly-roll
2X23_A	24.420628	-14.659421	1	2x23	A	a/b three-layered sandwiches	Rossmann-like
2X23_B	24.514103	-14.630031	1	2x23	B	a/b three-layered sandwiches	Rossmann-like
2X23_E	24.460278	-14.642373	1	2x23	E	a/b three-layered sandwiches	Rossmann-like
2X23_G	24.494349	-14.643149	1	2x23	G	a/b three-layered sandwiches	Rossmann-like
2Y03_A	-7.930658	-8.395272	8	2y03	A	alpha bundles	NO_X_NAME
2Y03_B	-8.649273	-9.258102	8	2y03	B	alpha bundles	NO_X_NAME
