protein,theta_col,b00,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,frac_pos,frac_neg
2BS4_boxes_adjacent_angles,angle_signed_deg,0.0008756567425569177,0.002626970227670753,0.00788091068301226,0.01138353765323993,0.028021015761821366,0.03152364273204904,0.050788091068301226,0.05516637478108581,0.043782837127845885,0.043782837127845885,0.02626970227670753,0.009632224168126095,0.0017513134851138354,0.0008756567425569177,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0,0.002626970227670753,0.0035026269702276708,0.00788091068301226,0.014010507880910683,0.0542907180385289,0.09194395796847636,0.24956217162872155,0.19352014010507881,0.04816112084063047,0.006129597197898424,0.005253940455341506,0.0043782837127845885,0.002626970227670753,0.0008756567425569177,0.0,0.6847635726795096,0.3152364273204904
2BSY_boxes_adjacent_angles,angle_signed_deg,0.004081632653061225,0.004081632653061225,0.02857142857142857,0.024489795918367346,0.07346938775510205,0.10612244897959183,0.15510204081632653,0.11836734693877551,0.08979591836734693,0.08979591836734693,0.06938775510204082,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.004081632653061225,0.00816326530612245,0.012244897959183673,0.0326530612244898,0.07346938775510205,0.05714285714285714,0.02857142857142857,0.0,0.00816326530612245,0.0,0.0,0.004081632653061225,0.0,0.23265306122448978,0.7673469387755102
2BT1_boxes_adjacent_angles,angle_signed_deg,0.003968253968253968,0.007936507936507936,0.015873015873015872,0.031746031746031744,0.08333333333333333,0.11904761904761904,0.12301587301587301,0.10317460317460317,0.08333333333333333,0.06746031746031746,0.06349206349206349,0.027777777777777776,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.011904761904761904,0.011904761904761904,0.05952380952380952,0.03571428571428571,0.05555555555555555,0.05952380952380952,0.011904761904761904,0.007936507936507936,0.007936507936507936,0.0,0.0,0.0,0.26587301587301587,0.7341269841269842
2CAV_boxes_adjacent_angles,angle_signed_deg,0.0029411764705882353,0.008823529411764706,0.023529411764705882,0.04411764705882353,0.06764705882352941,0.12058823529411765,0.11176470588235295,0.08235294117647059,0.047058823529411764,0.047058823529411764,0.06764705882352941,0.014705882352941176,0.0,0.0029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.008823529411764706,0.0058823529411764705,0.029411764705882353,0.06470588235294118,0.08529411764705883,0.08823529411764706,0.041176470588235294,0.011764705882352941,0.008823529411764706,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0,0.3588235294117647,0.6411764705882352
2CD9_boxes_adjacent_angles,angle_signed_deg,0.0,0.004189944134078212,0.019553072625698324,0.012569832402234637,0.04748603351955307,0.04329608938547486,0.06564245810055866,0.0824022346368715,0.05446927374301676,0.06564245810055866,0.034916201117318434,0.0,0.0013966480446927375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004189944134078212,0.004189944134078212,0.02653631284916201,0.040502793296089384,0.0712290502793296,0.20949720670391062,0.14804469273743018,0.036312849162011177,0.00558659217877095,0.008379888268156424,0.00558659217877095,0.002793296089385475,0.002793296089385475,0.002793296089385475,0.5684357541899442,0.4315642458100558
2CMC_boxes_adjacent_angles,angle_signed_deg,0.0,0.007067137809187279,0.007067137809187279,0.014134275618374558,0.04240282685512368,0.04946996466431095,0.07773851590106007,0.05653710247349823,0.03180212014134275,0.053003533568904596,0.03180212014134275,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0035335689045936395,0.01060070671378092,0.06007067137809187,0.05653710247349823,0.2791519434628975,0.1519434628975265,0.04240282685512368,0.014134275618374558,0.0035335689045936395,0.0,0.0,0.0,0.0,0.6254416961130742,0.3745583038869258
2CXN_boxes_adjacent_angles,angle_signed_deg,0.0,0.002702702702702703,0.006306306306306306,0.006306306306306306,0.023423423423423424,0.017117117117117116,0.04954954954954955,0.04954954954954955,0.03783783783783784,0.05315315315315315,0.017117117117117116,0.0018018018018018018,0.0009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007207207207207207,0.012612612612612612,0.013513513513513514,0.03513513513513514,0.07387387387387387,0.35855855855855856,0.17747747747747747,0.044144144144144144,0.006306306306306306,0.0018018018018018018,0.0018018018018018018,0.0,0.0018018018018018018,0.0,0.7342342342342343,0.2657657657657657
2D4L_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.05357142857142857,0.0625,0.10714285714285714,0.125,0.11607142857142858,0.125,0.08928571428571429,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026785714285714284,0.017857142857142856,0.008928571428571428,0.008928571428571428,0.10714285714285714,0.08035714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75
2D4M_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.009009009009009009,0.02702702702702703,0.05405405405405406,0.13513513513513514,0.10810810810810811,0.10810810810810811,0.08108108108108109,0.0990990990990991,0.0990990990990991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.018018018018018018,0.009009009009009009,0.02702702702702703,0.09009009009009009,0.08108108108108109,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.27927927927927926,0.7207207207207207
2D4N_boxes_adjacent_angles,angle_signed_deg,0.0,0.009009009009009009,0.0,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.11711711711711711,0.13513513513513514,0.10810810810810811,0.0990990990990991,0.06306306306306306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.11711711711711711,0.06306306306306306,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.25225225225225223,0.7477477477477478
2DGN_boxes_adjacent_angles,angle_signed_deg,0.0,0.009324009324009324,0.011655011655011656,0.023310023310023312,0.02097902097902098,0.046620046620046623,0.053613053613053616,0.07226107226107226,0.046620046620046623,0.04895104895104895,0.04195804195804196,0.009324009324009324,0.002331002331002331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.006993006993006993,0.027972027972027972,0.046620046620046623,0.06060606060606061,0.2261072261072261,0.17715617715617715,0.04895104895104895,0.006993006993006993,0.0,0.002331002331002331,0.002331002331002331,0.0,0.0,0.6130536130536131,0.38694638694638694
2DI0_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.014492753623188406,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.057971014492753624,0.08695652173913043,0.2463768115942029,0.2463768115942029,0.043478260869565216,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.7101449275362319,0.28985507246376807
2ERW_boxes_adjacent_angles,angle_signed_deg,0.0,0.0196078431372549,0.0,0.0,0.058823529411764705,0.0196078431372549,0.0784313725490196,0.0392156862745098,0.11764705882352941,0.09803921568627451,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.09803921568627451,0.17647058823529413,0.0784313725490196,0.0392156862745098,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.49019607843137253,0.5098039215686274
2F1G_boxes_adjacent_angles,angle_signed_deg,0.009237875288683603,0.009237875288683603,0.018475750577367205,0.02771362586605081,0.04387990762124711,0.04387990762124711,0.03926096997690531,0.09237875288683603,0.07390300230946882,0.06004618937644342,0.04157043879907621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023094688221709007,0.004618937644341801,0.013856812933025405,0.023094688221709007,0.04387990762124711,0.06928406466512702,0.18013856812933027,0.13856812933025403,0.03695150115473441,0.009237875288683603,0.004618937644341801,0.006928406466512702,0.0023094688221709007,0.0023094688221709007,0.0023094688221709007,0.5404157043879908,0.4595842956120092
2FBW_boxes_adjacent_angles,angle_signed_deg,0.0,0.005071461502996773,0.010142923005993546,0.01475334255417243,0.030428769017980636,0.030889810972798526,0.03642231443061319,0.05716920239741816,0.06915629322268327,0.05255878284923928,0.03227293683725219,0.00599354541263255,0.0013831258644536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009220839096357768,0.005071461502996773,0.011065006915629323,0.017980636237897647,0.024896265560165973,0.0714615029967727,0.3333333333333333,0.15168280313508528,0.024896265560165973,0.006915629322268326,0.002305209774089442,0.002305209774089442,0.0009220839096357768,0.0,0.0,0.6537574919317658,0.3462425080682342
2FTS_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.011682242990654205,0.035046728971962614,0.056074766355140186,0.07710280373831775,0.05841121495327103,0.10514018691588785,0.10514018691588785,0.0911214953271028,0.037383177570093455,0.007009345794392523,0.0,0.007009345794392523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.009345794392523364,0.016355140186915886,0.04439252336448598,0.04672897196261682,0.14719626168224298,0.08177570093457943,0.035046728971962614,0.009345794392523364,0.009345794392523364,0.0,0.004672897196261682,0.0,0.0,0.4088785046728972,0.5911214953271028
2FU3_boxes_adjacent_angles,angle_signed_deg,0.0012254901960784314,0.007352941176470588,0.012254901960784314,0.03799019607843137,0.04534313725490196,0.0625,0.0661764705882353,0.09558823529411764,0.09803921568627451,0.06985294117647059,0.051470588235294115,0.015931372549019607,0.006127450980392157,0.0024509803921568627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012254901960784314,0.0012254901960784314,0.015931372549019607,0.015931372549019607,0.03553921568627451,0.06372549019607843,0.12990196078431374,0.10049019607843138,0.030637254901960783,0.01838235294117647,0.00857843137254902,0.0012254901960784314,0.003676470588235294,0.0012254901960784314,0.0,0.42769607843137253,0.5723039215686274
2FYP_boxes_adjacent_angles,angle_signed_deg,0.0,0.0043859649122807015,0.006578947368421052,0.03289473684210526,0.043859649122807015,0.06578947368421052,0.05701754385964912,0.043859649122807015,0.02850877192982456,0.039473684210526314,0.013157894736842105,0.0021929824561403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021929824561403508,0.010964912280701754,0.02412280701754386,0.043859649122807015,0.08771929824561403,0.2719298245614035,0.14912280701754385,0.04824561403508772,0.006578947368421052,0.006578947368421052,0.0043859649122807015,0.0,0.0021929824561403508,0.0043859649122807015,0.6622807017543859,0.3377192982456141
2H88_boxes_adjacent_angles,angle_signed_deg,0.0004616805170821791,0.004155124653739612,0.009233610341643583,0.017082179132040628,0.029085872576177285,0.032317636195752536,0.03647276084949215,0.054016620498614956,0.07248384118190213,0.04801477377654663,0.03693444136657433,0.0050784856879039705,0.0,0.0009233610341643582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009233610341643582,0.003693444136657433,0.011542012927054479,0.01569713758079409,0.02723915050784857,0.07617728531855955,0.3361034164358264,0.14265927977839335,0.024930747922437674,0.006925207756232687,0.003231763619575254,0.0009233610341643582,0.003693444136657433,0.0,0.0,0.6537396121883656,0.3462603878116344
2H89_boxes_adjacent_angles,angle_signed_deg,0.0,0.0018433179723502304,0.008294930875576038,0.013824884792626729,0.02119815668202765,0.03133640552995392,0.04423963133640553,0.05622119815668203,0.05714285714285714,0.04976958525345622,0.027649769585253458,0.007373271889400922,0.0064516129032258064,0.0009216589861751152,0.0009216589861751152,0.0,0.0,0.0,0.0,0.0,0.0009216589861751152,0.0027649769585253456,0.0064516129032258064,0.011059907834101382,0.013824884792626729,0.03317972350230415,0.1152073732718894,0.2294930875576037,0.17050691244239632,0.054377880184331796,0.016589861751152075,0.005529953917050691,0.0018433179723502304,0.004608294930875576,0.005529953917050691,0.0009216589861751152,0.6728110599078341,0.3271889400921659
2H90_boxes_adjacent_angles,angle_signed_deg,0.0,0.0056022408963585435,0.01680672268907563,0.028011204481792718,0.022408963585434174,0.028011204481792718,0.036414565826330535,0.08403361344537816,0.0392156862745098,0.058823529411764705,0.05322128851540616,0.0028011204481792717,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028011204481792717,0.03361344537815126,0.0196078431372549,0.05322128851540616,0.3081232492997199,0.13725490196078433,0.05042016806722689,0.0056022408963585435,0.0056022408963585435,0.0028011204481792717,0.0028011204481792717,0.0,0.0,0.6218487394957983,0.37815126050420167
2HQU_boxes_adjacent_angles,angle_signed_deg,0.0025380710659898475,0.007614213197969543,0.02030456852791878,0.04060913705583756,0.07106598984771574,0.03807106598984772,0.11928934010152284,0.1116751269035533,0.13705583756345177,0.08629441624365482,0.0532994923857868,0.01015228426395939,0.0025380710659898475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.012690355329949238,0.025380710659898477,0.07106598984771574,0.06852791878172589,0.07106598984771574,0.02284263959390863,0.005076142131979695,0.005076142131979695,0.0025380710659898475,0.0,0.0,0.005076142131979695,0.29949238578680204,0.700507614213198
2HR6_boxes_adjacent_angles,angle_signed_deg,0.0,0.007407407407407408,0.0,0.044444444444444446,0.0962962962962963,0.1111111111111111,0.11851851851851852,0.08148148148148149,0.1259259259259259,0.08888888888888889,0.05185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.037037037037037035,0.05925925925925926,0.05185185185185185,0.08148148148148149,0.022222222222222223,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.2740740740740741,0.7259259259259259
2HRM_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.014814814814814815,0.044444444444444446,0.1111111111111111,0.08888888888888889,0.11851851851851852,0.1037037037037037,0.1259259259259259,0.06666666666666667,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.05185185185185185,0.044444444444444446,0.07407407407407407,0.02962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.7333333333333334
2HXB_boxes_adjacent_angles,angle_signed_deg,0.0,0.005780346820809248,0.028901734104046242,0.023121387283236993,0.057803468208092484,0.09826589595375723,0.12138728323699421,0.09826589595375723,0.06358381502890173,0.08092485549132948,0.057803468208092484,0.005780346820809248,0.0,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.011560693641618497,0.03468208092485549,0.028901734104046242,0.11560693641618497,0.10404624277456648,0.028901734104046242,0.005780346820809248,0.005780346820809248,0.005780346820809248,0.0,0.0,0.0,0.35260115606936415,0.6473988439306358
2HXD_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.02030456852791878,0.04568527918781726,0.050761421319796954,0.07614213197969544,0.08629441624365482,0.1319796954314721,0.07614213197969544,0.08629441624365482,0.04060913705583756,0.0,0.005076142131979695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.0,0.03553299492385787,0.02030456852791878,0.050761421319796954,0.09644670050761421,0.116751269035533,0.04568527918781726,0.005076142131979695,0.0,0.005076142131979695,0.0,0.0,0.0,0.38071065989847713,0.6192893401015229
2I5G_boxes_adjacent_angles,angle_signed_deg,0.0046439628482972135,0.0015479876160990713,0.009287925696594427,0.02321981424148607,0.02786377708978328,0.017027863777089782,0.04489164086687306,0.043343653250773995,0.05108359133126935,0.05572755417956656,0.030959752321981424,0.017027863777089782,0.0015479876160990713,0.006191950464396285,0.0015479876160990713,0.0,0.0,0.0,0.0,0.0,0.0030959752321981426,0.0,0.0030959752321981426,0.017027863777089782,0.021671826625386997,0.04489164086687306,0.08359133126934984,0.24303405572755418,0.1609907120743034,0.058823529411764705,0.010835913312693499,0.006191950464396285,0.009287925696594427,0.0015479876160990713,0.0,0.0,0.6640866873065016,0.33591331269349844
2I65_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.022132796780684104,0.006036217303822937,0.02012072434607646,0.026156941649899398,0.052313883299798795,0.08651911468812877,0.04024144869215292,0.04426559356136821,0.03219315895372234,0.004024144869215292,0.002012072434607646,0.002012072434607646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004024144869215292,0.01006036217303823,0.01609657947686117,0.04225352112676056,0.06639839034205232,0.28772635814889336,0.17706237424547283,0.03621730382293763,0.006036217303822937,0.006036217303822937,0.004024144869215292,0.006036217303822937,0.0,0.0,0.6619718309859155,0.3380281690140845
2INE_boxes_adjacent_angles,angle_signed_deg,0.0,0.003205128205128205,0.00641025641025641,0.03205128205128205,0.019230769230769232,0.04487179487179487,0.05448717948717949,0.0673076923076923,0.07371794871794872,0.05448717948717949,0.03205128205128205,0.0,0.003205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641025641025641,0.01282051282051282,0.00641025641025641,0.041666666666666664,0.07051282051282051,0.27884615384615385,0.15705128205128205,0.019230769230769232,0.0,0.00641025641025641,0.00641025641025641,0.0,0.003205128205128205,0.0,0.6089743589743589,0.3910256410256411
2J4H_boxes_adjacent_angles,angle_signed_deg,0.0,0.011695906432748537,0.005847953216374269,0.017543859649122806,0.04678362573099415,0.09649122807017543,0.09649122807017543,0.0847953216374269,0.10526315789473684,0.08187134502923976,0.049707602339181284,0.017543859649122806,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.011695906432748537,0.023391812865497075,0.05847953216374269,0.09064327485380116,0.1286549707602339,0.03216374269005848,0.0029239766081871343,0.0,0.005847953216374269,0.0,0.005847953216374269,0.0,0.37719298245614036,0.6228070175438596
2J4Q_boxes_adjacent_angles,angle_signed_deg,0.005865102639296188,0.005865102639296188,0.005865102639296188,0.03225806451612903,0.03812316715542522,0.07917888563049853,0.10557184750733138,0.08797653958944282,0.06744868035190615,0.0967741935483871,0.06158357771260997,0.020527859237536656,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.0,0.002932551319648094,0.017595307917888565,0.002932551319648094,0.03225806451612903,0.04985337243401759,0.093841642228739,0.10850439882697947,0.04398826979472141,0.017595307917888565,0.002932551319648094,0.002932551319648094,0.005865102639296188,0.002932551319648094,0.002932551319648094,0.39002932551319647,0.6099706744868035
2JI8_boxes_adjacent_angles,angle_signed_deg,0.0018001800180018,0.0,0.0063006300630063005,0.018001800180018002,0.027002700270027002,0.0279027902790279,0.0639063906390639,0.0675067506750675,0.05670567056705671,0.0576057605760576,0.041404140414041404,0.009000900090009001,0.0027002700270027003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036003600360036,0.0027002700270027003,0.012601260126012601,0.034203420342034205,0.062106210621062106,0.2889288928892889,0.15841584158415842,0.0306030603060306,0.009000900090009001,0.0063006300630063005,0.0063006300630063005,0.0036003600360036,0.0018001800180018,0.0,0.6201620162016201,0.37983798379837985
2K28_boxes_adjacent_angles,angle_signed_deg,0.0,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.05172413793103448,0.034482758620689655,0.06896551724137931,0.08620689655172414,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.22413793103448276,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.5172413793103449,0.48275862068965514
2LHB_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.006802721088435374,0.02040816326530612,0.027210884353741496,0.04081632653061224,0.006802721088435374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.034013605442176874,0.09523809523809523,0.4897959183673469,0.19727891156462585,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.8707482993197279,0.12925170068027214
2LJE_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.08888888888888889,0.1111111111111111,0.17777777777777778,0.26666666666666666,0.17777777777777778,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.11111111111111116
2LK2_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.011494252873563218,0.0,0.022988505747126436,0.0,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.022988505747126436,0.011494252873563218,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.04597701149425287,0.022988505747126436,0.12643678160919541,0.3793103448275862,0.10344827586206896,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,0.7471264367816092,0.25287356321839083
2LNV_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.00980392156862745,0.06862745098039216,0.029411764705882353,0.06862745098039216,0.09803921568627451,0.10784313725490197,0.058823529411764705,0.029411764705882353,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0196078431372549,0.049019607843137254,0.0392156862745098,0.00980392156862745,0.049019607843137254,0.058823529411764705,0.14705882352941177,0.058823529411764705,0.029411764705882353,0.0196078431372549,0.0,0.0,0.0,0.0,0.49019607843137253,0.5098039215686274
2NQK_boxes_adjacent_angles,angle_signed_deg,0.0024937655860349127,0.006234413965087282,0.012468827930174564,0.02743142144638404,0.046134663341645885,0.04488778054862843,0.06109725685785536,0.08977556109725686,0.08354114713216958,0.09226932668329177,0.06109725685785536,0.017456359102244388,0.006234413965087282,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0024937655860349127,0.0,0.004987531172069825,0.006234413965087282,0.008728179551122194,0.017456359102244388,0.06608478802992519,0.15835411471321695,0.10349127182044887,0.043640897755610975,0.011221945137157107,0.01371571072319202,0.0012468827930174563,0.0024937655860349127,0.0024937655860349127,0.004987531172069825,0.4476309226932668,0.5523690773067331
2NQM_boxes_adjacent_angles,angle_signed_deg,0.004172461752433936,0.011126564673157162,0.015299026425591099,0.022253129346314324,0.04033379694019471,0.02920723226703755,0.059805285118219746,0.09457579972183588,0.10292072322670376,0.06675938803894298,0.04450625869262865,0.03894297635605007,0.004172461752433936,0.0013908205841446453,0.004172461752433936,0.0,0.0,0.0,0.0,0.0,0.0,0.0027816411682892906,0.004172461752433936,0.009735744089012517,0.015299026425591099,0.027816411682892908,0.048678720445062586,0.13630041724617525,0.13212795549374132,0.03616133518776078,0.02086230876216968,0.011126564673157162,0.008344923504867872,0.004172461752433936,0.0027816411682892906,0.0,0.4603616133518776,0.5396383866481225
2NQN_boxes_adjacent_angles,angle_signed_deg,0.004962779156327543,0.011166253101736972,0.008684863523573201,0.03722084367245657,0.04838709677419355,0.04590570719602978,0.06699751861042183,0.09305210918114144,0.08684863523573201,0.08188585607940446,0.06823821339950373,0.02109181141439206,0.0012406947890818859,0.0,0.0,0.0,0.0012406947890818859,0.0,0.0,0.0,0.0,0.0,0.008684863523573201,0.004962779156327543,0.018610421836228287,0.02357320099255583,0.038461538461538464,0.1774193548387097,0.08933002481389578,0.031017369727047148,0.008684863523573201,0.016129032258064516,0.0,0.0,0.0037220843672456576,0.0024813895781637717,0.4230769230769231,0.5769230769230769
2NQQ_boxes_adjacent_angles,angle_signed_deg,0.003740648379052369,0.008104738154613466,0.00685785536159601,0.040523690773067333,0.0442643391521197,0.04239401496259352,0.06296758104738155,0.09164588528678304,0.08977556109725686,0.0885286783042394,0.06359102244389027,0.017456359102244388,0.004987531172069825,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0018703241895261845,0.005610972568578554,0.011221945137157107,0.014339152119700748,0.02369077306733167,0.046134663341645885,0.17643391521197008,0.09039900249376559,0.02743142144638404,0.011845386533665835,0.014339152119700748,0.004364089775561097,0.0012468827930174563,0.003740648379052369,0.0012468827930174563,0.4339152119700748,0.5660847880299251
2NQR_boxes_adjacent_angles,angle_signed_deg,0.0024906600249066002,0.007471980074719801,0.012453300124533,0.043586550435865505,0.0410958904109589,0.049813200498132,0.058530510585305104,0.09713574097135741,0.10709838107098381,0.0859277708592777,0.07347447073474471,0.008717310087173101,0.0024906600249066002,0.0,0.0,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,0.0,0.0037359900373599006,0.0112079701120797,0.009962640099626401,0.021170610211706103,0.039850560398505604,0.1656288916562889,0.11083437110834371,0.0186799501867995,0.0049813200498132005,0.012453300124533,0.0037359900373599006,0.0012453300124533001,0.0037359900373599006,0.0012453300124533001,0.40846824408468246,0.5915317559153175
2NQS_boxes_adjacent_angles,angle_signed_deg,0.0012468827930174563,0.008728179551122194,0.014962593516209476,0.026184538653366583,0.05112219451371571,0.04488778054862843,0.06234413965087282,0.10099750623441396,0.07855361596009976,0.07107231920199501,0.06483790523690773,0.02493765586034913,0.006234413965087282,0.0024937655860349127,0.0012468827930174563,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0012468827930174563,0.003740648379052369,0.011221945137157107,0.007481296758104738,0.029925187032418952,0.048628428927680795,0.14713216957605985,0.1059850374064838,0.0399002493765586,0.01371571072319202,0.011221945137157107,0.004987531172069825,0.003740648379052369,0.006234413965087282,0.003740648379052369,0.4389027431421446,0.5610972568578554
2NQU_boxes_adjacent_angles,angle_signed_deg,0.0012453300124533001,0.009962640099626401,0.009962640099626401,0.039850560398505604,0.05105853051058531,0.052303860523038606,0.05603985056039851,0.08343711083437111,0.09090909090909091,0.08094645080946451,0.06351183063511831,0.019925280199252802,0.0037359900373599006,0.0024906600249066002,0.0024906600249066002,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0024906600249066002,0.0024906600249066002,0.0049813200498132005,0.0062266500622665,0.0186799501867995,0.0224159402241594,0.057285180572851806,0.15442092154420922,0.08343711083437111,0.038605230386052306,0.012453300124533,0.0136986301369863,0.0049813200498132005,0.0,0.0062266500622665,0.0024906600249066002,0.43088418430884184,0.5691158156911582
2NQV_boxes_adjacent_angles,angle_signed_deg,0.0037313432835820895,0.011194029850746268,0.012437810945273632,0.028606965174129355,0.041044776119402986,0.043532338308457715,0.05099502487562189,0.07213930348258707,0.0945273631840796,0.07960199004975124,0.060945273631840796,0.03731343283582089,0.011194029850746268,0.0037313432835820895,0.0012437810945273632,0.0,0.0,0.0,0.0,0.0,0.0012437810945273632,0.004975124378109453,0.004975124378109453,0.006218905472636816,0.009950248756218905,0.03109452736318408,0.046019900497512436,0.13681592039800994,0.10323383084577115,0.04477611940298507,0.022388059701492536,0.017412935323383085,0.0037313432835820895,0.009950248756218905,0.004975124378109453,0.0,0.44776119402985076,0.5522388059701493
